,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,605338.SH,20201231,38.02,39.28,37.69,37.76,38.67,-0.91,-2.3532,27775.97,106956.351
1,605338.SH,20201230,36.5,39.19,36.22,38.67,36.96,1.71,4.6266,28007.14,105931.818
2,605338.SH,20201229,35.9,37.0,35.51,36.96,36.7,0.26,0.7084,28556.2,103165.174
3,605338.SH,20201228,38.0,38.89,36.41,36.7,38.79,-2.09,-5.388,33604.96,125772.349
4,605338.SH,20201225,38.0,38.99,37.49,38.79,38.7,0.09,0.2326,27782.25,106591.145
5,605338.SH,20201224,39.0,39.49,36.88,38.7,39.61,-0.91,-2.2974,54803.07,209175.396
6,605338.SH,20201223,41.5,42.14,39.4,39.61,41.62,-2.01,-4.8294,53163.23,214986.407
7,605338.SH,20201222,43.47,44.4,41.58,41.62,43.48,-1.86,-4.2778,44159.5,189344.063
8,605338.SH,20201221,43.81,45.0,43.34,43.48,44.1,-0.62,-1.4059,33128.22,145746.818
9,605338.SH,20201218,44.0,45.5,42.5,44.1,43.88,0.22,0.5014,34937.84,154149.324
10,605338.SH,20201217,44.3,45.88,43.79,43.88,44.68,-0.8,-1.7905,42725.47,190710.124
11,605338.SH,20201216,42.28,44.93,41.05,44.68,43.0,1.68,3.907,39771.98,174826.411
12,605338.SH,20201215,44.2,44.98,42.91,43.0,44.32,-1.32,-2.9783,33980.22,148957.416
13,605338.SH,20201214,42.52,44.88,40.82,44.32,42.74,1.58,3.6968,35754.71,152926.321
14,605338.SH,20201211,43.66,43.94,42.19,42.74,43.55,-0.81,-1.8599,20793.28,88908.29
15,605338.SH,20201210,43.1,44.4,42.49,43.55,43.66,-0.11,-0.2519,19319.02,84121.127
16,605338.SH,20201209,44.46,45.32,43.62,43.66,44.8,-1.14,-2.5446,20370.42,90254.721
17,605338.SH,20201208,44.89,45.58,44.08,44.8,45.08,-0.28,-0.6211,27296.37,122168.754
18,605338.SH,20201207,42.86,45.69,42.51,45.08,43.6,1.48,3.3945,51405.77,228548.627
19,605338.SH,20201204,42.59,44.23,42.31,43.6,42.62,0.98,2.2994,43063.78,187111.236
20,605338.SH,20201203,43.24,43.77,42.07,42.62,43.72,-1.1,-2.516,40543.91,173786.946
21,605338.SH,20201202,45.5,45.9,42.6,43.72,46.05,-2.33,-5.0597,72389.13,315506.373
22,605338.SH,20201201,45.0,46.33,44.6,46.05,46.2,-0.15,-0.3247,44306.8,201565.692
23,605338.SH,20201130,50.8,51.0,46.08,46.2,51.2,-5.0,-9.7656,91618.0,434576.466
24,605338.SH,20201127,51.47,51.7,50.0,51.2,51.57,-0.37,-0.7175,33930.96,172229.246
