,ts_code,symbol,name,area,industry,fullname,market,list_date,delist_date
927,002462.SZ,002462,嘉事堂,北京,医药商业,嘉事堂药业股份有限公司,中小板,20100818,
928,002463.SZ,002463,沪电股份,江苏,元器件,沪士电子股份有限公司,中小板,20100818,
929,002464.SZ,002464,*ST众应,江苏,互联网,众应互联科技股份有限公司,中小板,20100831,
930,002465.SZ,002465,海格通信,广东,通信设备,广州海格通信集团股份有限公司,中小板,20100831,
931,002466.SZ,002466,天齐锂业,四川,小金属,天齐锂业股份有限公司,中小板,20100831,
932,002467.SZ,002467,二六三,北京,电信运营,二六三网络通信股份有限公司,中小板,20100908,
933,002468.SZ,002468,申通快递,浙江,仓储物流,申通快递股份有限公司,中小板,20100908,
934,002469.SZ,002469,三维化学,山东,化工原料,山东三维化学集团股份有限公司,中小板,20100908,
935,002470.SZ,002470,*ST金正,山东,农药化肥,金正大生态工程集团股份有限公司,中小板,20100908,
936,002471.SZ,002471,中超控股,江苏,电气设备,江苏中超控股股份有限公司,中小板,20100910,
937,002472.SZ,002472,双环传动,浙江,汽车配件,浙江双环传动机械股份有限公司,中小板,20100910,
938,002473.SZ,002473,*ST圣莱,浙江,家用电器,宁波圣莱达电器股份有限公司,中小板,20100910,
939,002474.SZ,002474,榕基软件,福建,软件服务,福建榕基软件股份有限公司,中小板,20100915,
940,002475.SZ,002475,立讯精密,深圳,元器件,立讯精密工业股份有限公司,中小板,20100915,
941,002476.SZ,002476,宝莫股份,山东,化工原料,山东宝莫生物化工股份有限公司,中小板,20100915,
942,002478.SZ,002478,常宝股份,江苏,钢加工,江苏常宝钢管股份有限公司,中小板,20100921,
943,002479.SZ,002479,富春环保,浙江,环境保护,浙江富春江环保热电股份有限公司,中小板,20100921,
944,002480.SZ,002480,新筑股份,四川,机械基件,成都市新筑路桥机械股份有限公司,中小板,20100921,
945,002481.SZ,002481,双塔食品,山东,食品,烟台双塔食品股份有限公司,中小板,20100921,
946,002482.SZ,002482,广田集团,深圳,装修装饰,深圳广田集团股份有限公司,中小板,20100929,
947,002483.SZ,002483,润邦股份,江苏,工程机械,江苏润邦重工股份有限公司,中小板,20100929,
948,002484.SZ,002484,江海股份,江苏,元器件,南通江海电容器股份有限公司,中小板,20100929,
949,002485.SZ,002485,雪松发展,山东,服饰,雪松发展股份有限公司,中小板,20101015,
950,002486.SZ,002486,嘉麟杰,上海,服饰,上海嘉麟杰纺织品股份有限公司,中小板,20101015,
951,002487.SZ,002487,大金重工,辽宁,电气设备,大金重工股份有限公司,中小板,20101015,
952,002488.SZ,002488,金固股份,浙江,汽车配件,浙江金固股份有限公司,中小板,20101021,
953,002489.SZ,002489,浙江永强,浙江,家居用品,浙江永强集团股份有限公司,中小板,20101021,
954,002490.SZ,002490,山东墨龙,山东,化工机械,山东墨龙石油机械股份有限公司,中小板,20101021,
955,002491.SZ,002491,通鼎互联,江苏,通信设备,通鼎互联信息股份有限公司,中小板,20101021,
956,002492.SZ,002492,恒基达鑫,广东,仓储物流,珠海恒基达鑫国际化工仓储股份有限公司,中小板,20101102,
957,002493.SZ,002493,荣盛石化,浙江,化纤,荣盛石化股份有限公司,中小板,20101102,
958,002494.SZ,002494,华斯股份,河北,服饰,华斯控股股份有限公司,中小板,20101102,
959,002495.SZ,002495,佳隆股份,广东,食品,广东佳隆食品股份有限公司,中小板,20101102,
960,002496.SZ,002496,ST辉丰,江苏,农药化肥,江苏辉丰生物农业股份有限公司,中小板,20101109,
961,002497.SZ,002497,雅化集团,四川,化工原料,四川雅化实业集团股份有限公司,中小板,20101109,
962,002498.SZ,002498,汉缆股份,山东,电气设备,青岛汉缆股份有限公司,中小板,20101109,
963,002499.SZ,002499,*ST科林,江苏,环境保护,科林环保装备股份有限公司,中小板,20101109,
964,002500.SZ,002500,山西证券,山西,证券,山西证券股份有限公司,中小板,20101115,
965,002501.SZ,002501,*ST利源,吉林,铝,吉林利源精制股份有限公司,中小板,20101117,
966,002502.SZ,002502,鼎龙文化,广东,影视音像,鼎龙文化股份有限公司,中小板,20101117,
967,002503.SZ,002503,搜于特,广东,服饰,搜于特集团股份有限公司,中小板,20101117,
968,002504.SZ,002504,ST弘高,北京,装修装饰,北京弘高创意建筑设计股份有限公司,中小板,20101118,
969,002505.SZ,002505,鹏都农牧,湖南,农业综合,鹏都农牧股份有限公司,中小板,20101118,
970,002506.SZ,002506,协鑫集成,上海,电气设备,协鑫集成科技股份有限公司,中小板,20101118,
971,002507.SZ,002507,涪陵榨菜,重庆,食品,重庆市涪陵榨菜集团股份有限公司,中小板,20101123,
972,002508.SZ,002508,老板电器,浙江,家用电器,杭州老板电器股份有限公司,中小板,20101123,
973,002510.SZ,002510,天汽模,天津,汽车配件,天津汽车模具股份有限公司,中小板,20101125,
974,002511.SZ,002511,中顺洁柔,广东,造纸,中顺洁柔纸业股份有限公司,中小板,20101125,
975,002512.SZ,002512,达华智能,福建,元器件,福州达华智能科技股份有限公司,中小板,20101203,
976,002513.SZ,002513,蓝丰生化,江苏,农药化肥,江苏蓝丰生物化工股份有限公司,中小板,20101203,
977,002514.SZ,002514,宝馨科技,江苏,机械基件,江苏宝馨科技股份有限公司,中小板,20101203,
978,002515.SZ,002515,金字火腿,浙江,食品,金字火腿股份有限公司,中小板,20101203,
979,002516.SZ,002516,旷达科技,江苏,汽车配件,旷达科技集团股份有限公司,中小板,20101207,
980,002517.SZ,002517,恺英网络,福建,互联网,恺英网络股份有限公司,中小板,20101207,
981,002518.SZ,002518,科士达,深圳,电气设备,深圳科士达科技股份有限公司,中小板,20101207,
982,002519.SZ,002519,银河电子,江苏,通信设备,江苏银河电子股份有限公司,中小板,20101207,
983,002520.SZ,002520,日发精机,浙江,机床制造,浙江日发精密机械股份有限公司,中小板,20101210,
984,002521.SZ,002521,齐峰新材,山东,造纸,齐峰新材料股份有限公司,中小板,20101210,
985,002522.SZ,002522,浙江众成,浙江,塑料,浙江众成包装材料股份有限公司,中小板,20101210,
986,002523.SZ,002523,天桥起重,湖南,工程机械,株洲天桥起重机股份有限公司,中小板,20101210,
987,002524.SZ,002524,光正眼科,新疆,医疗保健,光正眼科医院集团股份有限公司,中小板,20101217,
988,002526.SZ,002526,山东矿机,山东,工程机械,山东矿机集团股份有限公司,中小板,20101217,
989,002527.SZ,002527,新时达,上海,电器仪表,上海新时达电气股份有限公司,中小板,20101224,
990,002528.SZ,002528,英飞拓,深圳,IT设备,深圳英飞拓科技股份有限公司,中小板,20101224,
991,002529.SZ,002529,海源复材,江西,专用机械,江西海源复合材料科技股份有限公司,中小板,20101224,
992,002530.SZ,002530,金财互联,江苏,软件服务,金财互联控股股份有限公司,中小板,20101231,
993,002531.SZ,002531,天顺风能,江苏,电气设备,天顺风能(苏州)股份有限公司,中小板,20101231,
994,002532.SZ,002532,天山铝业,浙江,铝,天山铝业集团股份有限公司,中小板,20101231,
995,002533.SZ,002533,金杯电工,湖南,电气设备,金杯电工股份有限公司,中小板,20101231,
996,002534.SZ,002534,杭锅股份,浙江,专用机械,杭州锅炉集团股份有限公司,中小板,20110110,
997,002535.SZ,002535,ST林重,河南,工程机械,林州重机集团股份有限公司,中小板,20110111,
998,002536.SZ,002536,飞龙股份,河南,汽车配件,飞龙汽车部件股份有限公司,中小板,20110111,
999,002537.SZ,002537,海联金汇,山东,汽车配件,海联金汇科技股份有限公司,中小板,20110110,
1000,002538.SZ,002538,司尔特,安徽,农药化肥,安徽省司尔特肥业股份有限公司,中小板,20110118,
1001,002539.SZ,002539,云图控股,四川,农药化肥,成都云图控股股份有限公司,中小板,20110118,
1002,002540.SZ,002540,亚太科技,江苏,铝,江苏亚太轻合金科技股份有限公司,中小板,20110118,
1003,002541.SZ,002541,鸿路钢构,安徽,钢加工,安徽鸿路钢结构(集团)股份有限公司,中小板,20110118,
1004,002542.SZ,002542,中化岩土,北京,建筑工程,中化岩土集团股份有限公司,中小板,20110128,
1005,002543.SZ,002543,万和电气,广东,家用电器,广东万和新电气股份有限公司,中小板,20110128,
1006,002544.SZ,002544,杰赛科技,广东,通信设备,广州杰赛科技股份有限公司,中小板,20110128,
1007,002545.SZ,002545,东方铁塔,山东,钢加工,青岛东方铁塔股份有限公司,中小板,20110211,
1008,002546.SZ,002546,新联电子,江苏,电气设备,南京新联电子股份有限公司,中小板,20110211,
1009,002547.SZ,002547,春兴精工,江苏,通信设备,苏州春兴精工股份有限公司,中小板,20110218,
1010,002548.SZ,002548,金新农,深圳,饲料,深圳市金新农科技股份有限公司,中小板,20110218,
1011,002549.SZ,002549,凯美特气,湖南,化工原料,湖南凯美特气体股份有限公司,中小板,20110218,
1012,002550.SZ,002550,千红制药,江苏,生物制药,常州千红生化制药股份有限公司,中小板,20110218,
1013,002551.SZ,002551,尚荣医疗,深圳,医疗保健,深圳市尚荣医疗股份有限公司,中小板,20110225,
1014,002552.SZ,002552,宝鼎科技,浙江,机械基件,宝鼎科技股份有限公司,中小板,20110225,
1015,002553.SZ,002553,南方轴承,江苏,汽车配件,江苏南方轴承股份有限公司,中小板,20110225,
1016,002554.SZ,002554,惠博普,湖南,石油开采,华油惠博普科技股份有限公司,中小板,20110225,
1017,002555.SZ,002555,三七互娱,安徽,互联网,芜湖三七互娱网络科技集团股份有限公司,中小板,20110302,
1018,002556.SZ,002556,辉隆股份,安徽,农药化肥,安徽辉隆农资集团股份有限公司,中小板,20110302,
1019,002557.SZ,002557,洽洽食品,安徽,食品,洽洽食品股份有限公司,中小板,20110302,
1020,002558.SZ,002558,巨人网络,重庆,互联网,巨人网络集团股份有限公司,中小板,20110302,
1021,002559.SZ,002559,亚威股份,江苏,机床制造,江苏亚威机床股份有限公司,中小板,20110303,
1022,002560.SZ,002560,通达股份,河南,电气设备,河南通达电缆股份有限公司,中小板,20110303,
1023,002561.SZ,002561,徐家汇,上海,百货,上海徐家汇商城股份有限公司,中小板,20110303,
1024,002562.SZ,002562,兄弟科技,浙江,化学制药,兄弟科技股份有限公司,中小板,20110310,
1025,002563.SZ,002563,森马服饰,浙江,服饰,浙江森马服饰股份有限公司,中小板,20110311,
1026,002564.SZ,002564,天沃科技,江苏,建筑工程,苏州天沃科技股份有限公司,中小板,20110310,
1027,002565.SZ,002565,顺灏股份,上海,造纸,上海顺灏新材料科技股份有限公司,中小板,20110318,
1028,002566.SZ,002566,益盛药业,吉林,中成药,吉林省集安益盛药业股份有限公司,中小板,20110318,
1029,002567.SZ,002567,唐人神,湖南,饲料,唐人神集团股份有限公司,中小板,20110325,
1030,002568.SZ,002568,百润股份,上海,红黄酒,上海百润投资控股集团股份有限公司,中小板,20110325,
1031,002569.SZ,002569,ST步森,浙江,服饰,浙江步森服饰股份有限公司,中小板,20110412,
1032,002570.SZ,002570,贝因美,浙江,乳制品,贝因美股份有限公司,中小板,20110412,
1033,002571.SZ,002571,德力股份,安徽,玻璃,安徽德力日用玻璃股份有限公司,中小板,20110412,
1034,002572.SZ,002572,索菲亚,广东,家居用品,索菲亚家居股份有限公司,中小板,20110412,
1035,002573.SZ,002573,清新环境,北京,环境保护,北京清新环境技术股份有限公司,中小板,20110422,
1036,002574.SZ,002574,明牌珠宝,浙江,服饰,浙江明牌珠宝股份有限公司,中小板,20110422,
1037,002575.SZ,002575,*ST群兴,广东,文教休闲,广东群兴玩具股份有限公司,中小板,20110422,
1038,002576.SZ,002576,通达动力,江苏,电气设备,江苏通达动力科技股份有限公司,中小板,20110428,
1039,002577.SZ,002577,雷柏科技,深圳,IT设备,深圳雷柏科技股份有限公司,中小板,20110428,
1040,002578.SZ,002578,闽发铝业,福建,铝,福建省闽发铝业股份有限公司,中小板,20110428,
1041,002579.SZ,002579,中京电子,广东,元器件,惠州中京电子科技股份有限公司,中小板,20110506,
1042,002580.SZ,002580,圣阳股份,山东,电气设备,山东圣阳电源股份有限公司,中小板,20110506,
1043,002581.SZ,002581,未名医药,山东,生物制药,山东未名生物医药股份有限公司,中小板,20110520,
1044,002582.SZ,002582,好想你,河南,食品,好想你健康食品股份有限公司,中小板,20110520,
1045,002583.SZ,002583,海能达,深圳,通信设备,海能达通信股份有限公司,中小板,20110527,
1046,002584.SZ,002584,西陇科学,广东,化工原料,西陇科学股份有限公司,中小板,20110602,
1047,002585.SZ,002585,双星新材,江苏,塑料,江苏双星彩塑新材料股份有限公司,中小板,20110602,
1048,002586.SZ,002586,*ST围海,浙江,建筑工程,浙江省围海建设集团股份有限公司,中小板,20110602,
1049,002587.SZ,002587,奥拓电子,深圳,元器件,深圳市奥拓电子股份有限公司,中小板,20110610,
1050,002588.SZ,002588,史丹利,山东,农药化肥,史丹利农业集团股份有限公司,中小板,20110610,
1051,002589.SZ,002589,瑞康医药,山东,医药商业,瑞康医药集团股份有限公司,中小板,20110610,
1052,002590.SZ,002590,万安科技,浙江,汽车配件,浙江万安科技股份有限公司,中小板,20110610,
1053,002591.SZ,002591,恒大高新,江西,化工原料,江西恒大高新技术股份有限公司,中小板,20110621,
1054,002592.SZ,002592,ST八菱,广西,汽车配件,南宁八菱科技股份有限公司,中小板,20111111,
1055,002593.SZ,002593,日上集团,福建,汽车配件,厦门日上集团股份有限公司,中小板,20110628,
1056,002594.SZ,002594,比亚迪,深圳,汽车整车,比亚迪股份有限公司,中小板,20110630,
1057,002595.SZ,002595,豪迈科技,山东,专用机械,山东豪迈机械科技股份有限公司,中小板,20110628,
1058,002596.SZ,002596,海南瑞泽,海南,其他建材,海南瑞泽新型建材股份有限公司,中小板,20110707,
1059,002597.SZ,002597,金禾实业,安徽,食品,安徽金禾实业股份有限公司,中小板,20110707,
1060,002598.SZ,002598,山东章鼓,山东,机械基件,山东省章丘鼓风机股份有限公司,中小板,20110707,
1061,002599.SZ,002599,盛通股份,北京,广告包装,北京盛通印刷股份有限公司,中小板,20110715,
1062,002600.SZ,002600,领益智造,广东,元器件,广东领益智造股份有限公司,中小板,20110715,
1063,002601.SZ,002601,龙佰集团,河南,化工原料,龙佰集团股份有限公司,中小板,20110715,
1064,002602.SZ,002602,世纪华通,浙江,互联网,浙江世纪华通集团股份有限公司,中小板,20110728,
1065,002603.SZ,002603,以岭药业,河北,中成药,石家庄以岭药业股份有限公司,中小板,20110728,
1066,002605.SZ,002605,姚记科技,上海,互联网,上海姚记科技股份有限公司,中小板,20110805,
1067,002606.SZ,002606,大连电瓷,辽宁,电气设备,大连电瓷集团股份有限公司,中小板,20110805,
1068,002607.SZ,002607,中公教育,安徽,文教休闲,中公教育科技股份有限公司,中小板,20110810,
1069,002608.SZ,002608,江苏国信,江苏,火力发电,江苏国信股份有限公司,中小板,20110810,
1070,002609.SZ,002609,捷顺科技,深圳,软件服务,深圳市捷顺科技实业股份有限公司,中小板,20110815,
1071,002610.SZ,002610,爱康科技,江苏,电气设备,江苏爱康科技股份有限公司,中小板,20110815,
1072,002611.SZ,002611,东方精工,广东,轻工机械,广东东方精工科技股份有限公司,中小板,20110830,
1073,002612.SZ,002612,朗姿股份,北京,服饰,朗姿股份有限公司,中小板,20110830,
1074,002613.SZ,002613,北玻股份,河南,专用机械,洛阳北方玻璃技术股份有限公司,中小板,20110830,
1075,002614.SZ,002614,奥佳华,福建,医疗保健,奥佳华智能健康科技集团股份有限公司,中小板,20110909,
1076,002615.SZ,002615,哈尔斯,浙江,家居用品,浙江哈尔斯真空器皿股份有限公司,中小板,20110909,
1077,002616.SZ,002616,长青集团,广东,环境保护,广东长青(集团)股份有限公司,中小板,20110920,
1078,002617.SZ,002617,露笑科技,浙江,电气设备,露笑科技股份有限公司,中小板,20110920,
1079,002618.SZ,002618,*ST丹邦,深圳,元器件,深圳丹邦科技股份有限公司,中小板,20110920,
1080,002619.SZ,002619,*ST艾格,浙江,互联网,艾格拉斯股份有限公司,中小板,20110929,
1081,002620.SZ,002620,瑞和股份,深圳,装修装饰,深圳瑞和建筑装饰股份有限公司,中小板,20110929,
1082,002621.SZ,002621,美吉姆,辽宁,文教休闲,大连美吉姆教育科技股份有限公司,中小板,20110929,
1083,002622.SZ,002622,融钰集团,吉林,电气设备,融钰集团股份有限公司,中小板,20111018,
1084,002623.SZ,002623,亚玛顿,江苏,玻璃,常州亚玛顿股份有限公司,中小板,20111013,
1085,002624.SZ,002624,完美世界,浙江,影视音像,完美世界股份有限公司,中小板,20111028,
1086,002625.SZ,002625,光启技术,深圳,航空,光启技术股份有限公司,中小板,20111103,
1087,002626.SZ,002626,金达威,福建,食品,厦门金达威集团股份有限公司,中小板,20111028,
1088,002627.SZ,002627,三峡旅游,湖北,公共交通,湖北三峡旅游集团股份有限公司,中小板,20111103,
1089,002628.SZ,002628,成都路桥,四川,建筑工程,成都市路桥工程股份有限公司,中小板,20111103,
1090,002629.SZ,002629,ST仁智,浙江,石油开采,浙江仁智股份有限公司,中小板,20111103,
1091,002630.SZ,002630,华西能源,四川,专用机械,华西能源工业股份有限公司,中小板,20111111,
1092,002631.SZ,002631,德尔未来,江苏,家居用品,德尔未来科技控股集团股份有限公司,中小板,20111111,
1093,002632.SZ,002632,道明光学,浙江,化工原料,道明光学股份有限公司,中小板,20111122,
1094,002633.SZ,002633,申科股份,浙江,机械基件,申科滑动轴承股份有限公司,中小板,20111122,
1095,002634.SZ,002634,棒杰股份,浙江,服饰,浙江棒杰控股集团股份有限公司,中小板,20111205,
1096,002635.SZ,002635,安洁科技,江苏,IT设备,苏州安洁科技股份有限公司,中小板,20111125,
1097,002636.SZ,002636,金安国纪,上海,元器件,金安国纪科技股份有限公司,中小板,20111125,
1098,002637.SZ,002637,赞宇科技,浙江,日用化工,赞宇科技集团股份有限公司,中小板,20111125,
1099,002638.SZ,002638,勤上股份,广东,文教休闲,东莞勤上光电股份有限公司,中小板,20111125,
1100,002639.SZ,002639,雪人股份,福建,专用机械,福建雪人股份有限公司,中小板,20111205,
1101,002640.SZ,002640,*ST跨境,山西,互联网,跨境通宝电子商务股份有限公司,中小板,20111208,
1102,002641.SZ,002641,永高股份,浙江,塑料,永高股份有限公司,中小板,20111208,
1103,002642.SZ,002642,荣联科技,北京,软件服务,荣联科技集团股份有限公司,中小板,20111220,
1104,002643.SZ,002643,万润股份,山东,化工原料,中节能万润股份有限公司,中小板,20111220,
1105,002644.SZ,002644,佛慈制药,甘肃,中成药,兰州佛慈制药股份有限公司,中小板,20111222,
1106,002645.SZ,002645,华宏科技,江苏,专用机械,江苏华宏科技股份有限公司,中小板,20111220,
1107,002646.SZ,002646,青青稞酒,青海,白酒,青海互助青稞酒股份有限公司,中小板,20111222,
1108,002647.SZ,002647,仁东控股,浙江,多元金融,仁东控股股份有限公司,中小板,20111228,
1109,002648.SZ,002648,卫星化学,浙江,化工原料,卫星化学股份有限公司,中小板,20111228,
1110,002649.SZ,002649,博彦科技,北京,软件服务,博彦科技股份有限公司,中小板,20120106,
1111,002650.SZ,002650,加加食品,湖南,食品,加加食品集团股份有限公司,中小板,20120106,
1112,002651.SZ,002651,利君股份,四川,专用机械,成都利君实业股份有限公司,中小板,20120106,
1113,002652.SZ,002652,扬子新材,江苏,其他建材,苏州扬子江新型材料股份有限公司,中小板,20120119,
1114,002653.SZ,002653,海思科,西藏,化学制药,海思科医药集团股份有限公司,中小板,20120117,
1115,002654.SZ,002654,万润科技,深圳,互联网,深圳万润科技股份有限公司,中小板,20120217,
1116,002655.SZ,002655,共达电声,山东,元器件,共达电声股份有限公司,中小板,20120217,
1117,002656.SZ,002656,ST摩登,广东,服饰,摩登大道时尚集团股份有限公司,中小板,20120228,
1118,002657.SZ,002657,中科金财,北京,软件服务,北京中科金财科技股份有限公司,中小板,20120228,
1119,002658.SZ,002658,雪迪龙,北京,环境保护,北京雪迪龙科技股份有限公司,中小板,20120309,
1120,002659.SZ,002659,凯文教育,北京,文教休闲,北京凯文德信教育科技股份有限公司,中小板,20120309,
1121,002660.SZ,002660,茂硕电源,深圳,电气设备,茂硕电源科技股份有限公司,中小板,20120316,
1122,002661.SZ,002661,克明食品,湖南,食品,陈克明食品股份有限公司,中小板,20120316,
1123,002662.SZ,002662,京威股份,北京,汽车配件,北京威卡威汽车零部件股份有限公司,中小板,20120309,
1124,002663.SZ,002663,普邦股份,广东,建筑工程,广州普邦园林股份有限公司,中小板,20120316,
1125,002664.SZ,002664,长鹰信质,浙江,汽车配件,长鹰信质科技股份有限公司,中小板,20120316,
1126,002665.SZ,002665,首航高科,甘肃,电气设备,首航高科能源技术股份有限公司,中小板,20120327,
1127,002666.SZ,002666,德联集团,广东,化工原料,广东德联集团股份有限公司,中小板,20120327,
1128,002667.SZ,002667,鞍重股份,辽宁,工程机械,鞍山重型矿山机器股份有限公司,中小板,20120329,
1129,002668.SZ,002668,ST奥马,广东,家用电器,广东奥马电器股份有限公司,中小板,20120416,
1130,002669.SZ,002669,康达新材,上海,化工原料,康达新材料(集团)股份有限公司,中小板,20120416,
1131,002670.SZ,002670,国盛金控,广东,证券,国盛金融控股集团股份有限公司,中小板,20120416,
1132,002671.SZ,002671,龙泉股份,山东,其他建材,山东龙泉管道工程股份有限公司,中小板,20120426,
1133,002672.SZ,002672,东江环保,深圳,环境保护,东江环保股份有限公司,中小板,20120426,
1134,002673.SZ,002673,西部证券,陕西,证券,西部证券股份有限公司,中小板,20120503,
1135,002674.SZ,002674,兴业科技,福建,纺织,兴业皮革科技股份有限公司,中小板,20120507,
1136,002675.SZ,002675,东诚药业,山东,化学制药,烟台东诚药业集团股份有限公司,中小板,20120525,
1137,002676.SZ,002676,顺威股份,广东,家用电器,广东顺威精密塑料股份有限公司,中小板,20120525,
1138,002677.SZ,002677,浙江美大,浙江,家用电器,浙江美大实业股份有限公司,中小板,20120525,
1139,002678.SZ,002678,珠江钢琴,广东,文教休闲,广州珠江钢琴集团股份有限公司,中小板,20120530,
1140,002679.SZ,002679,福建金森,福建,林业,福建金森林业股份有限公司,中小板,20120605,
1141,002681.SZ,002681,奋达科技,深圳,家用电器,深圳市奋达科技股份有限公司,中小板,20120605,
1142,002682.SZ,002682,龙洲股份,福建,仓储物流,龙洲集团股份有限公司,中小板,20120612,
1143,002683.SZ,002683,宏大爆破,广东,化工原料,广东宏大爆破股份有限公司,中小板,20120612,
1144,002684.SZ,002684,*ST猛狮,河南,汽车服务,猛狮新能源科技(河南)股份有限公司,中小板,20120612,
1145,002685.SZ,002685,华东重机,江苏,工程机械,无锡华东重型机械股份有限公司,中小板,20120612,
1146,002686.SZ,002686,亿利达,浙江,专用机械,浙江亿利达风机股份有限公司,中小板,20120703,
1147,002687.SZ,002687,乔治白,浙江,服饰,浙江乔治白服饰股份有限公司,中小板,20120713,
1148,002688.SZ,002688,金河生物,内蒙,化学制药,金河生物科技股份有限公司,中小板,20120713,
1149,002689.SZ,002689,远大智能,辽宁,运输设备,沈阳远大智能工业集团股份有限公司,中小板,20120717,
1150,002690.SZ,002690,美亚光电,安徽,专用机械,合肥美亚光电技术股份有限公司,中小板,20120731,
1151,002691.SZ,002691,冀凯股份,河北,专用机械,冀凯装备制造股份有限公司,中小板,20120731,
1152,002692.SZ,002692,ST远程,江苏,电气设备,远程电缆股份有限公司,中小板,20120808,
1153,002693.SZ,002693,双成药业,海南,化学制药,海南双成药业股份有限公司,中小板,20120808,
1154,002694.SZ,002694,顾地科技,湖北,塑料,顾地科技股份有限公司,中小板,20120816,
1155,002695.SZ,002695,煌上煌,江西,食品,江西煌上煌集团食品股份有限公司,中小板,20120905,
1156,002696.SZ,002696,百洋股份,广西,渔业,百洋产业投资集团股份有限公司,中小板,20120905,
1157,002697.SZ,002697,红旗连锁,四川,超市连锁,成都红旗连锁股份有限公司,中小板,20120905,
1158,002698.SZ,002698,博实股份,黑龙江,化工机械,哈尔滨博实自动化股份有限公司,中小板,20120911,
1159,002699.SZ,002699,美盛文化,浙江,影视音像,美盛文化创意股份有限公司,中小板,20120911,
1160,002700.SZ,002700,ST浩源,新疆,供气供热,新疆浩源天然气股份有限公司,中小板,20120921,
1161,002701.SZ,002701,奥瑞金,北京,广告包装,奥瑞金科技股份有限公司,中小板,20121011,
1162,002702.SZ,002702,海欣食品,福建,食品,海欣食品股份有限公司,中小板,20121011,
1163,002703.SZ,002703,浙江世宝,浙江,汽车配件,浙江世宝股份有限公司,中小板,20121102,
1164,002705.SZ,002705,新宝股份,广东,家用电器,广东新宝电器股份有限公司,中小板,20140121,
1165,002706.SZ,002706,良信股份,上海,电气设备,上海良信电器股份有限公司,中小板,20140121,
1166,002707.SZ,002707,众信旅游,北京,旅游服务,众信旅游集团股份有限公司,中小板,20140123,
1167,002708.SZ,002708,光洋股份,江苏,汽车配件,常州光洋轴承股份有限公司,中小板,20140121,
1168,002709.SZ,002709,天赐材料,广东,化工原料,广州天赐高新材料股份有限公司,中小板,20140123,
1169,002712.SZ,002712,思美传媒,浙江,广告包装,思美传媒股份有限公司,中小板,20140123,
1170,002713.SZ,002713,东易日盛,北京,装修装饰,东易日盛家居装饰集团股份有限公司,中小板,20140219,
1171,002714.SZ,002714,牧原股份,河南,农业综合,牧原食品股份有限公司,中小板,20140128,
1172,002715.SZ,002715,登云股份,广东,汽车配件,怀集登云汽配股份有限公司,中小板,20140219,
1173,002716.SZ,002716,金贵银业,湖南,小金属,郴州市金贵银业股份有限公司,中小板,20140128,
1174,002717.SZ,002717,岭南股份,广东,环境保护,岭南生态文旅股份有限公司,中小板,20140219,
1175,002718.SZ,002718,友邦吊顶,浙江,家居用品,浙江友邦集成吊顶股份有限公司,中小板,20140128,
1176,002719.SZ,002719,*ST麦趣,新疆,乳制品,麦趣尔集团股份有限公司,中小板,20140128,
1177,002721.SZ,002721,金一文化,北京,服饰,北京金一文化发展股份有限公司,中小板,20140127,
1178,002722.SZ,002722,金轮股份,江苏,纺织机械,金轮蓝海股份有限公司,中小板,20140128,
1179,002723.SZ,002723,金莱特,广东,家用电器,广东金莱特电器股份有限公司,中小板,20140129,
1180,002724.SZ,002724,海洋王,深圳,半导体,海洋王照明科技股份有限公司,中小板,20141104,
1181,002725.SZ,002725,跃岭股份,浙江,汽车配件,浙江跃岭股份有限公司,中小板,20140129,
1182,002726.SZ,002726,龙大肉食,山东,食品,山东龙大肉食品股份有限公司,中小板,20140626,
1183,002727.SZ,002727,一心堂,云南,医药商业,一心堂药业集团股份有限公司,中小板,20140702,
1184,002728.SZ,002728,特一药业,广东,中成药,特一药业集团股份有限公司,中小板,20140731,
1185,002729.SZ,002729,好利科技,福建,元器件,好利来(中国)电子科技股份有限公司,中小板,20140912,
1186,002730.SZ,002730,电光科技,浙江,电气设备,电光防爆科技股份有限公司,中小板,20141009,
1187,002731.SZ,002731,萃华珠宝,辽宁,服饰,沈阳萃华金银珠宝股份有限公司,中小板,20141104,
1188,002732.SZ,002732,燕塘乳业,广东,乳制品,广东燕塘乳业股份有限公司,中小板,20141205,
1189,002733.SZ,002733,雄韬股份,深圳,电气设备,深圳市雄韬电源科技股份有限公司,中小板,20141203,
1190,002734.SZ,002734,利民股份,江苏,农药化肥,利民控股集团股份有限公司,中小板,20150127,
1191,002735.SZ,002735,王子新材,深圳,塑料,深圳王子新材料股份有限公司,中小板,20141203,
1192,002736.SZ,002736,国信证券,深圳,证券,国信证券股份有限公司,中小板,20141229,
1193,002737.SZ,002737,葵花药业,黑龙江,中成药,葵花药业集团股份有限公司,中小板,20141230,
1194,002738.SZ,002738,中矿资源,北京,小金属,中矿资源集团股份有限公司,中小板,20141230,
1195,002739.SZ,002739,万达电影,北京,影视音像,万达电影股份有限公司,中小板,20150122,
1196,002740.SZ,002740,爱迪尔,福建,服饰,福建省爱迪尔珠宝实业股份有限公司,中小板,20150122,
1197,002741.SZ,002741,光华科技,广东,化工原料,广东光华科技股份有限公司,中小板,20150216,
1198,002742.SZ,002742,三圣股份,重庆,其他建材,重庆三圣实业股份有限公司,中小板,20150217,
