,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,605111.SH,20201231,201.07,205.88,193.0,195.54,200.63,-5.09,-2.537,28339.24,559913.836
1,605111.SH,20201230,191.28,207.92,186.9,200.63,196.23,4.4,2.2423,39139.09,774527.562
2,605111.SH,20201229,183.3,198.5,183.0,196.23,182.8,13.43,7.3468,39017.49,751869.689
3,605111.SH,20201228,188.19,191.92,179.33,182.8,192.0,-9.2,-4.7917,31237.53,578796.388
4,605111.SH,20201225,200.94,200.94,181.89,192.0,202.1,-10.1,-4.9975,42583.67,800504.503
5,605111.SH,20201224,210.0,211.93,198.02,202.1,211.0,-8.9,-4.218,27721.51,565241.093
6,605111.SH,20201223,206.5,214.5,203.0,211.0,208.2,2.8,1.3449,24316.43,510369.16
7,605111.SH,20201222,216.89,217.97,208.0,208.2,217.97,-9.77,-4.4823,27702.72,585199.869
8,605111.SH,20201221,205.5,220.0,205.3,217.97,210.74,7.23,3.4308,35791.19,768498.407
9,605111.SH,20201218,219.0,224.97,207.77,210.74,219.55,-8.81,-4.0128,44243.85,949162.091
10,605111.SH,20201217,207.81,228.78,205.28,219.55,211.01,8.54,4.0472,40045.93,882589.194
11,605111.SH,20201216,210.0,214.8,197.0,211.01,217.8,-6.79,-3.1175,41807.05,865074.033
12,605111.SH,20201215,237.07,242.69,217.8,217.8,242.0,-24.2,-10.0,46320.35,1062730.148
13,605111.SH,20201214,219.0,242.0,213.0,242.0,220.0,22.0,10.0,50912.57,1167659.526
14,605111.SH,20201211,209.0,220.0,205.8,220.0,211.87,8.13,3.8373,41681.73,886071.509
15,605111.SH,20201210,196.5,212.0,196.5,211.87,196.93,14.94,7.5865,41816.94,865396.361
16,605111.SH,20201209,202.5,206.38,196.51,196.93,206.4,-9.47,-4.5882,27787.28,558218.547
17,605111.SH,20201208,199.45,208.02,193.0,206.4,202.0,4.4,2.1782,38158.31,766682.666
18,605111.SH,20201207,215.0,218.0,202.0,202.0,208.0,-6.0,-2.8846,34027.41,708843.887
19,605111.SH,20201204,206.59,212.5,201.8,208.0,211.11,-3.11,-1.4732,31939.88,660153.892
20,605111.SH,20201203,200.0,217.0,196.0,211.11,203.25,7.86,3.8672,50600.01,1052887.781
21,605111.SH,20201202,203.0,210.5,199.01,203.25,204.66,-1.41,-0.6889,45146.89,922905.195
22,605111.SH,20201201,202.2,215.0,200.0,204.66,205.5,-0.84,-0.4088,46647.27,969562.958
23,605111.SH,20201130,207.0,217.69,197.81,205.5,202.27,3.23,1.5969,56283.05,1168673.309
24,605111.SH,20201127,185.0,202.27,181.05,202.27,183.88,18.39,10.0011,43997.85,853096.384
25,605111.SH,20201126,178.0,192.57,175.6,183.88,181.3,2.58,1.4231,52317.55,966385.659
26,605111.SH,20201125,168.02,183.7,165.0,181.3,167.0,14.3,8.5629,72438.04,1286938.575
27,605111.SH,20201124,160.26,176.0,160.06,167.0,162.19,4.81,2.9657,44266.88,746448.104
28,605111.SH,20201123,159.65,166.66,156.41,162.19,160.0,2.19,1.3688,31314.03,503551.783
29,605111.SH,20201120,160.3,163.5,157.0,160.0,162.21,-2.21,-1.3624,27703.66,440951.43
30,605111.SH,20201119,161.92,169.75,158.0,162.21,168.3,-6.09,-3.6185,42685.88,693645.222
31,605111.SH,20201118,175.0,180.66,168.0,168.3,179.0,-10.7,-5.9777,40008.11,692340.013
32,605111.SH,20201117,175.94,181.99,165.1,179.0,178.54,0.46,0.2576,52131.6,898597.423
33,605111.SH,20201116,163.91,182.88,163.91,178.54,168.02,10.52,6.2612,56214.68,982393.064
34,605111.SH,20201113,164.12,183.0,161.0,168.02,169.11,-1.09,-0.6446,65167.06,1111850.522
35,605111.SH,20201112,164.99,169.96,156.26,169.11,167.0,2.11,1.2635,55763.45,903167.481
36,605111.SH,20201111,171.5,181.0,160.33,167.0,173.6,-6.6,-3.8018,82855.28,1415015.083
37,605111.SH,20201110,181.42,181.42,167.5,173.6,164.93,8.67,5.2568,105448.86,1868432.632
38,605111.SH,20201109,159.93,164.93,159.0,164.93,149.94,14.99,9.9973,26879.42,440252.847
39,605111.SH,20201106,136.0,149.94,132.0,149.94,136.31,13.63,9.9993,60033.02,855902.604
40,605111.SH,20201105,129.62,136.31,128.88,136.31,123.92,12.39,9.9984,67902.11,896763.937
41,605111.SH,20201104,138.0,138.0,123.9,123.92,134.97,-11.05,-8.187,77030.81,1002214.252
42,605111.SH,20201103,128.0,134.97,125.4,134.97,122.7,12.27,10.0,78520.82,1033735.552
43,605111.SH,20201102,123.0,124.22,114.0,122.7,124.98,-2.28,-1.8243,76057.37,910350.323
44,605111.SH,20201030,131.04,131.49,122.82,124.98,128.8,-3.82,-2.9658,70463.22,887425.806
45,605111.SH,20201029,127.55,130.8,122.57,128.8,130.77,-1.97,-1.5065,93734.03,1189166.164
46,605111.SH,20201028,125.22,131.77,113.0,130.77,119.79,10.98,9.166,192154.94,2416789.993
47,605111.SH,20201027,119.79,119.79,119.79,119.79,108.9,10.89,10.0,24984.87,299293.758
48,605111.SH,20201026,108.9,108.9,108.9,108.9,99.0,9.9,10.0,2507.74,27309.289
49,605111.SH,20201023,99.0,99.0,99.0,99.0,90.0,9.0,10.0,1193.16,11812.284
50,605111.SH,20201022,90.0,90.0,90.0,90.0,81.82,8.18,9.9976,679.67,6117.03
51,605111.SH,20201021,81.82,81.82,81.82,81.82,74.38,7.44,10.0027,555.14,4542.155
52,605111.SH,20201020,74.38,74.38,74.38,74.38,67.62,6.76,9.997,642.15,4776.312
53,605111.SH,20201019,67.62,67.62,67.62,67.62,61.47,6.15,10.0049,712.19,4815.829
54,605111.SH,20201016,61.47,61.47,61.47,61.47,55.88,5.59,10.0036,4971.28,30558.458
55,605111.SH,20201015,55.88,55.88,55.88,55.88,50.8,5.08,10.0,958.33,5355.148
56,605111.SH,20201014,50.8,50.8,50.8,50.8,46.18,4.62,10.0043,731.21,3714.547
57,605111.SH,20201013,46.18,46.18,46.18,46.18,41.98,4.2,10.0048,618.21,2854.894
58,605111.SH,20201012,41.98,41.98,41.98,41.98,38.16,3.82,10.0105,1156.37,4854.441
59,605111.SH,20201009,38.16,38.16,38.16,38.16,34.69,3.47,10.0029,1837.43,7011.633
60,605111.SH,20200930,34.69,34.69,34.69,34.69,31.54,3.15,9.9873,769.06,2667.869
61,605111.SH,20200929,31.54,31.54,31.54,31.54,28.67,2.87,10.0105,488.64,1541.171
62,605111.SH,20200928,28.67,28.67,28.67,28.67,19.91,8.76,43.998,1394.27,3997.372
